Time (Z),Diff_Min,MWS_Wind_Dir,CYYR_Wind_Dir,MWS_Wind_Spd,CYYR_Wind_Spd,MWS_Wind_Gust,CYYR_Wind_Gust,MWS_Vis,CYYR_Vis,MWS_Wx,CYYR_Wx,MWS_Temp,CYYR_Temp,MWS_Dew,CYYR_Dew,MWS_QNH,CYYR_QNH
24. 20:35Z,7,10,360,13,12,16.0,17.0,2SM,1 1/4SM,CLR -60.4006°;02/24/2026 2035Z,CYYR -SN DRSN OVC010,M11,M11,M14,M13,A2957,A2963
24. 20:55Z,5,10,360,13,13,18.0,19.0,3SM,1SM,CLR -60.4006°;02/24/2026 2055Z,CYYR -SN DRSN BKN010 OVC022,M11,M11,M14,M13,A2957,A2963
24. 21:15Z,15,10,360,13,13,17.0,19.0,3SM,1SM,CLR -60.4006°;02/24/2026 2115Z,CYYR -SN DRSN BKN010 OVC022,M11,M11,M14,M13,A2958,A2963
24. 21:35Z,15,10,350,13,11,16.0,17.0,4SM,1SM,CLR -60.4006°;02/24/2026 2135Z,CYYR -SN DRSN OVC017,M11,M12,M15,M14,A2958,A2964
24. 21:55Z,5,10,350,13,11,16.0,17.0,5SM,1SM,CLR -60.4006°;02/24/2026 2155Z,CYYR -SN DRSN OVC017,M12,M12,M15,M14,A2959,A2964
24. 22:15Z,13,10,350,11,11,13.0,,5SM,1 1/2SM,CLR -60.4006°;02/24/2026 2215Z,CYYR -SN DRSN OVC017,M12,M12,M15,M14,A2960,A2965
24. 22:35Z,7,10,350,13,11,19.0,,6SM,1 1/2SM,CLR MAX WND 01019KT -60.4006°;02/24/2026 2235Z,CYYR -SN DRSN OVC017,M12,M12,M15,M14,A2960,A2965
24. 22:55Z,5,10,350,12,11,16.0,16.0,6SM,1 1/2SM,CLR -60.4006°;02/24/2026 2255Z,CYYR -SN DRSN OVC020,M12,M12,M16,M14,A2960,A2965
24. 23:15Z,15,10,350,13,11,18.0,16.0,6SM,1 1/2SM,CLR -60.4006°;02/24/2026 2315Z,CYYR -SN DRSN OVC020,M12,M12,M16,M14,A2961,A2965
24. 23:55Z,5,340,320,8,10,10.0,,6SM,2SM,CLR -60.4006°;02/24/2026 2355Z,CYYR -SN OVC021,M12,M13,M16,M15,A2961,A2967
25. 00:15Z,15,340,320,8,10,10.0,,5SM,2SM,CLR -60.4006°;02/25/2026 0015Z,CYYR -SN OVC021,M13,M13,M16,M15,A2962,A2967
25. 00:55Z,5,340,320,8,9,9.0,,6SM,2SM,CLR -60.4006°;02/25/2026 0055Z,CYYR -SN BKN020 OVC032,M13,M13,M16,M15,A2962,A2967
25. 01:15Z,15,340,320,8,9,9.0,,6SM,2SM,CLR -60.4006°;02/25/2026 0115Z,CYYR -SN BKN020 OVC032,M13,M13,M16,M15,A2962,A2967
25. 01:55Z,5,340,320,8,10,11.0,,6SM,2 1/2SM,CLR -60.4006°;02/25/2026 0155Z,CYYR -SN BKN020 OVC032,M13,M13,M17,M16,A2963,A2967
25. 02:15Z,15,340,320,9,10,11.0,,6SM,2 1/2SM,CLR -60.4006°;02/25/2026 0215Z,CYYR -SN BKN020 OVC032,M13,M13,M17,M16,A2963,A2967
25. 02:35Z,2,330,310,9,10,12.0,,6SM,4SM,CLR -60.4006°;02/25/2026 0235Z,CYYR -SN BKN016 OVC030,M13,M13,M17,M16,A2963,A2968
25. 02:55Z,5,330,310,9,10,12.0,,6SM,4SM,CLR -60.4006°;02/25/2026 0255Z,CYYR -SN BKN018 OVC028,M13,M13,M17,M16,A2963,A2968
25. 03:15Z,15,330,310,9,10,10.0,,6SM,4SM,CLR -60.4006°;02/25/2026 0315Z,CYYR -SN BKN018 OVC028,M13,M13,M17,M16,A2964,A2968
25. 03:35Z,9,320,310,9,9,11.0,,6SM,8SM,///025 -60.4006°;02/25/2026 0335Z,CYYR -SN OVC022,M13,M13,M17,M16,A2964,A2969
25. 03:55Z,5,330,300,8,8,9.0,,6SM,8SM,CLR -60.4006°;02/25/2026 0355Z,CYYR -SN OVC025,M13,M13,M17,M16,A2964,A2969
25. 04:15Z,15,320,300,8,8,9.0,,6SM,8SM,///023 ///024 -60.4006°;02/25/2026 0415Z,CYYR -SN OVC025,M13,M13,M17,M16,A2964,A2969
25. 04:35Z,12,320,300,9,8,13.0,,6SM,8SM,///023 -60.4006°;02/25/2026 0435Z,CYYR -SN OVC023,M14,M14,M18,M16,A2964,A2970
25. 04:55Z,5,320,300,10,9,12.0,,6SM,6SM,///023 ///024 -60.4006°;02/25/2026 0455Z,CYYR -SN OVC023,M14,M14,M18,M16,A2965,A2970
25. 05:15Z,10,320,310,11,10,14.0,,6SM,4SM,///002 ///007 CLD LYR BLO -60.4006°;02/25/2026 0515Z,CYYR -SN BKN014 OVC023,M14,M14,M18,M16,A2965,A2970
25. 05:35Z,10,330,310,10,10,12.0,,6SM,4SM,///002 -60.4006°;02/25/2026 0535Z,CYYR -SN BKN014 OVC023,M14,M14,M17,M16,A2966,A2970
25. 05:55Z,5,330,310,9,11,11.0,,6SM,3SM,CLR -60.4006°;02/25/2026 0555Z,CYYR -SN BKN014 OVC023,M14,M14,M17,M16,A2966,A2971
25. 06:15Z,15,330,310,10,11,11.0,,6SM,3SM,CLR -60.4006°;02/25/2026 0615Z,CYYR -SN BKN014 OVC023,M14,M14,M17,M16,A2967,A2971
25. 06:35Z,11,340,310,9,12,12.0,,6SM,8SM,CLR -60.4006°;02/25/2026 0635Z,CYYR -SN BKN015 OVC025,M14,M14,M17,M16,A2967,A2972
25. 06:55Z,5,340,320,11,12,13.0,,6SM,5SM,CLR -60.4006°;02/25/2026 0655Z,CYYR -SN BKN015 OVC025,M14,M14,M17,M16,A2967,A2972
25. 07:15Z,13,340,310,10,12,12.0,,6SM,8SM,///015 ///028 -60.4006°;02/25/2026 0715Z,CYYR -SN SCT015 OVC028,M14,M14,M17,M16,A2968,A2973
25. 07:35Z,7,340,310,10,12,14.0,,6SM,8SM,///025 ///026 -60.4006°;02/25/2026 0735Z,CYYR -SN SCT015 OVC028,M14,M14,M17,M16,A2968,A2973
25. 07:55Z,5,330,310,10,10,12.0,,6SM,8SM,///025 -60.4006°;02/25/2026 0755Z,CYYR -SN SCT015 OVC027,M14,M14,M18,M16,A2969,A2974
25. 08:15Z,15,340,310,11,10,14.0,,6SM,8SM,///025 ///026 -60.4006°;02/25/2026 0815Z,CYYR -SN SCT015 OVC027,M14,M14,M18,M16,A2969,A2974
25. 08:55Z,5,340,320,12,13,16.0,,6SM,8SM,///022 ///031 -60.4006°;02/25/2026 0855Z,CYYR -SN FEW015 OVC025,M13,M14,M17,M17,A2971,A2976
25. 09:15Z,15,340,320,11,13,12.0,,6SM,8SM,///023 ///031 ///032 ///035 -60.4006°;02/25/2026 0915Z,CYYR -SN FEW015 OVC025,M14,M14,M18,M17,A2971,A2976
25. 09:55Z,5,340,320,10,11,12.0,,6SM,6SM,///021 ///022 ///024 ///025 -60.4006°;02/25/2026 0955Z,CYYR -SN BKN025 OVC034,M14,M14,M18,M16,A2972,A2978
25. 10:15Z,9,340,310,9,10,11.0,,6SM,5SM,///002 ///022 CLD LYR BLO -60.4006°;02/25/2026 1015Z,CYYR -SN FEW016 BKN024 OVC036,M14,M14,M18,M16,A2973,A2978
25. 10:35Z,3,340,310,9,11,11.0,,6SM,2 1/2SM,///002 ///011 CLD LYR BLO -60.4006°;02/25/2026 1035Z,CYYR -SN BKN015 OVC024,M14,M14,M17,M16,A2973,A2978
25. 10:55Z,5,340,320,9,11,11.0,,6SM,2SM,///002 -60.4006°;02/25/2026 1055Z,CYYR -SN SCT015 BKN025,M14,M14,M18,M16,A2974,A2979
25. 11:15Z,5,340,320,8,11,10.0,,6SM,4SM,CLR -60.4006°;02/25/2026 1115Z,CYYR -SN FEW013 BKN023,M14,M14,M18,M16,A2975,A2980
25. 11:35Z,3,340,320,7,9,8.0,,6SM,8SM,CLR -60.4006°;02/25/2026 1135Z,CYYR -SN FEW013 BKN023,M14,M14,M18,M17,A2975,A2980
25. 11:55Z,5,340,320,7,10,9.0,,6SM,12SM,///002 -60.4006°;02/25/2026 1155Z,CYYR -SN FEW013 BKN022 BKN240,M14,M14,M18,M16,A2976,A2982
25. 12:15Z,15,340,320,8,10,9.0,,6SM,12SM,///002 -60.4006°;02/25/2026 1215Z,CYYR -SN FEW013 BKN022 BKN240,M14,M14,M18,M16,A2977,A2982
25. 12:55Z,5,340,310,7,7,8.0,,6SM,12SM,///002 -60.4006°;02/25/2026 1255Z,CYYR -SN FEW018 SCT024 BKN140 BKN220,M13,M12,M17,M15,A2978,A2983
25. 13:15Z,15,340,310,5,7,7.0,,6SM,12SM,CLR -60.4006°;02/25/2026 1315Z,CYYR -SN FEW018 SCT024 BKN140 BKN220,M12,M12,M17,M15,A2978,A2983
25. 13:35Z,14,340,320,5,6,6.0,,6SM,8SM,///003 ///004 ///006 ///020 CLD LYR BLO -60.4006°;02/25/2026 1335Z,CYYR -SN BKN022 BKN140,M12,M11,M17,M15,A2978,A2984
25. 13:55Z,5,350,310,5,6,6.0,,6SM,4SM,///002 ///005 CLD LYR BLO -60.4006°;02/25/2026 1355Z,CYYR -SN BKN022 BKN140,M11,M10,M16,M15,A2979,A2984
25. 14:15Z,15,340,310,3,6,4.0,,6SM,4SM,///002 ///004 ///006 CLD LYR BLO -60.4006°;02/25/2026 1415Z,CYYR -SN BKN022 BKN140,M11,M10,M16,M15,A2979,A2984
25. 14:55Z,5,320,50,2,3,3.0,,6SM,5SM,///002 ///006 ///007 CLD LYR BLO -60.4006°;02/25/2026 1455Z,CYYR -SN FEW018 BKN024 BKN041 BKN140,M8,M07,M14,M14,A2980,A2985
25. 15:15Z,15,360,50,1,3,4.0,,6SM,5SM,///004 ///006 ///014 ///015 -60.4006°;02/25/2026 1515Z,CYYR -SN FEW018 BKN024 BKN041 BKN140,M6,M07,M14,M14,A2981,A2985
25. 15:55Z,4,100,20,4,2,9.0,,6SM,6SM,///002 ///005 ///017 ///018 CLD LYR BLO -60.4006°;02/25/2026 1555Z,CYYR -SN FEW016 SCT021 BKN042,M6,M06,M14,M13,A2981,A2986
25. 16:15Z,15,90,20,6,3,10.0,,6SM,7SM,///002 ///004 ///010 CLD LYR BLO -60.4006°;02/25/2026 1615Z,CYYR -SN FEW016 FEW022 BKN042,M8,M05,M15,M13,A2981,A2986
25. 16:55Z,5,100,50,7,6,11.0,,6SM,7SM,///004 ///005 ///006 -60.4006°;02/25/2026 1655Z,CYYR -SN FEW020 FEW025 BKN032 BKN041,M8,M06,M14,M12,A2981,A2986
25. 17:15Z,15,90,50,6,6,8.0,,6SM,7SM,///007 ///008 ///010 -60.4006°;02/25/2026 1715Z,CYYR -SN FEW020 FEW025 BKN032 BKN041,M8,M06,M14,M12,A2981,A2986
25. 17:55Z,5,90,40,5,7,8.0,,6SM,7SM,///002 ///009 ///010 CLD LYR BLO -60.4006°;02/25/2026 1755Z,CYYR -SN FEW017 BKN034,M8,M07,M14,M12,A2981,A2986
25. 18:15Z,1,90,70,7,7,9.0,,6SM,2 1/2SM,///002 ///004 CLD LYR BLO -60.4006°;02/25/2026 1815Z,CYYR -SN FEW017 BKN032,M8,M07,M14,M12,A2981,A2986
25. 18:35Z,3,90,70,8,9,11.0,,6SM,4SM,CLR -60.4006°;02/25/2026 1835Z,CYYR -SN FEW017 FEW037 BKN045,M9,M08,M14,M12,A2981,A2986
25. 18:55Z,5,90,70,7,9,10.0,,6SM,7SM,///002 -60.4006°;02/25/2026 1855Z,CYYR -SN FEW035 BKN042 BKN048,M9,M08,M13,M12,A2980,A2986
25. 19:15Z,15,90,70,9,9,14.0,,6SM,7SM,///002 ///003 CLD LYR BLO -60.4006°;02/25/2026 1915Z,CYYR -SN FEW035 BKN042 BKN048,M9,M08,M13,M12,A2980,A2986
25. 19:55Z,5,70,60,7,10,9.0,,6SM,12SM,CLR -60.4006°;02/25/2026 1955Z,CYYR -SN SCT042 BKN065 BKN075,M9,M10,M14,M12,A2981,A2986
25. 20:15Z,15,80,60,7,10,8.0,,6SM,12SM,///031 ///032 -60.4006°;02/25/2026 2015Z,CYYR -SN SCT042 BKN065 BKN075,M9,M10,M13,M12,A2981,A2986
25. 20:35Z,9,90,60,7,9,9.0,,6SM,5SM,///030 -60.4006°;02/25/2026 2035Z,CYYR -SN FEW032 OVC047,M9,M10,M13,M12,A2981,A2986
25. 20:55Z,5,80,60,6,9,9.0,,6SM,2SM,///002 -60.4006°;02/25/2026 2055Z,CYYR -SN FEW035 OVC046,M9,M10,M13,M12,A2981,A2986
25. 21:15Z,7,90,70,5,8,6.0,,6SM,3SM,///002 -60.4006°;02/25/2026 2115Z,CYYR -SN FEW040 OVC046,M10,M10,M13,M11,A2981,A2986
25. 21:35Z,6,80,60,5,6,9.0,,6SM,6SM,///002 ///005 CLD LYR BLO -60.4006°;02/25/2026 2135Z,CYYR -SN FEW013 BKN038 OVC046,M10,M10,M13,M11,A2981,A2986
25. 21:55Z,5,100,70,4,4,5.0,,6SM,5SM,///007 ///010 ///016 -60.4006°;02/25/2026 2155Z,CYYR -SN FEW011 BKN035 OVC047,M10,M10,M13,M11,A2981,A2986
25. 22:15Z,15,100,70,4,4,5.0,,6SM,5SM,///008 -60.4006°;02/25/2026 2215Z,CYYR -SN FEW011 BKN035 OVC047,M10,M10,M13,M11,A2981,A2986
25. 22:55Z,5,90,60,2,5,3.0,,1 1/2SM,3SM,BR CLR -60.4006°;02/25/2026 2255Z,CYYR -SN OVC037,M10,M10,M13,M11,A2981,A2986
25. 23:15Z,15,80,60,2,5,3.0,,M1/4SM,3SM,FG CLR -60.4006°;02/25/2026 2315Z,CYYR -SN OVC037,M10,M10,M13,M11,A2981,A2986
25. 23:55Z,5,90,60,4,6,5.0,,M1/4SM,3SM,FG CLR -60.4006°;02/25/2026 2355Z,CYYR -SN BR OVC026,M10,M10,M13,M11,A2980,A2985
